"city_ID","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","address","location_name","diameter_breast_height_CM","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","location_type","zipcode","neighborhood","ward","district","overhead_utility","percent_population"
2448,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74546488,30.27077926,"300 W 8th St",NA,30.48,"good",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74263776,30.27099934,"100 W 9th St",NA,35.56,"good",75.45932,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2450,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74272099,30.27104288,"100 W 9th St",NA,35.56,"good",75.45932,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2451,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74286885,30.27107378,"100 W 9th St",NA,33.02,"good",75.45932,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2452,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74207127,30.27085193,"100 W 9th St",NA,30.48,"good",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2453,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74216288,30.27087462,"100 W 9th St",NA,30.48,"good",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2454,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74226245,30.27090803,"100 W 9th St",NA,33.02,"good",78.74016,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2456,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74211016,30.27099752,"100 W 9th St",NA,20.32,"good",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2457,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7421506,30.27101254,"100 W 9th St",NA,22.86,"good",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2458,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74220907,30.27102243,"100 W 9th St",NA,22.86,"good",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2182,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74530215,30.26676682,"200 W 4th St",NA,25.4,"good",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2183,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74535863,30.26677881,"200 W 4th St",NA,22.86,"good",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2184,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74541171,30.26679073,"200 W 4th St",NA,25.4,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2185,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74617196,30.26686821,"300 W 4th St",NA,30.48,"fair",55.77428,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2186,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74630402,30.26690046,"300 W 4th St",NA,27.94,"fair",55.77428,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2187,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74643812,30.26694163,"300 W 4th St",NA,30.48,"fair",55.77428,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2188,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74657664,30.26698683,"300 W 4th St",NA,40.64,"fair",55.77428,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2189,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74621215,30.26736112,"304 W 4 St",NA,50.8,"good",98.4252,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2191,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74650538,30.26798025,"300 W 5th St",NA,12.7,"fair",55.77428,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2192,"Shumard oak","Quercus shumardii","Austin","Texas",-97.74661409,30.26847277,"500 Guadalupe St",NA,22.86,"fair",114.8294,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2222,"Mexican sycamore","Platanus mexicana","Austin","Texas",-97.74786825,30.26822294,"400 San Antonio St",NA,12.7,"fair",52.49344,"introduced","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2223,"Mexican sycamore","Platanus mexicana","Austin","Texas",-97.74791462,30.26810356,"400 San Antonio St",NA,10.16,"fair",52.49344,"introduced","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2224,"Mexican sycamore","Platanus mexicana","Austin","Texas",-97.7479585,30.26799202,"400 San Antonio St",NA,10.16,"fair",52.49344,"introduced","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2225,"Mexican sycamore","Platanus mexicana","Austin","Texas",-97.74800984,30.26785697,"400 San Antonio St",NA,10.16,"fair",52.49344,"introduced","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2226,"Mexican sycamore","Platanus mexicana","Austin","Texas",-97.74805615,30.26773956,"400 San Antonio St",NA,10.16,"fair",52.49344,"introduced","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2254,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74907042,30.26505593,"100 San Antonio St",NA,88.9,"fair",124.67192,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2284,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74506042,30.2636454,"100 W Cesar Chavez St",NA,45.72,"good",98.4252,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2285,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7460146,30.26389312,"200 W Cesar Chavez St",NA,20.32,"good",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2286,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74608806,30.2639113,"200 W Cesar Chavez St",NA,20.32,"good",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2287,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74615498,30.2639274,"200 W Cesar Chavez St",NA,17.78,"good",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2288,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74622008,30.26394164,"200 W Cesar Chavez St",NA,27.94,"good",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2289,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74655987,30.26404037,"200 W Cesar Chavez St",NA,27.94,"good",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2290,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7466213,30.26406008,"200 W Cesar Chavez St",NA,25.4,"good",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2291,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74668943,30.26407821,"200 W Cesar Chavez St",NA,25.4,"good",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74676525,30.26410318,"200 W Cesar Chavez St",NA,30.48,"good",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2314,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74207035,30.26249654,"98 San Jacinto Blvd",NA,55.88,"fair",114.8294,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2315,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7421547,30.26254137,"98 San Jacinto Blvd",NA,68.58,"fair",111.54856,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2316,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74207458,30.26244152,"98 San Jacinto Blvd",NA,81.28,"fair",114.8294,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2317,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74214585,30.26245973,"98 San Jacinto Blvd",NA,60.96,"fair",104.98688,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2318,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74224868,30.26253608,"98 San Jacinto Blvd",NA,71.12,"fair",111.54856,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2319,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74214041,30.2623542,"98 San Jacinto Blvd",NA,53.34,"fair",121.39108,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2320,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7421263,30.26215986,"98 San Jacinto Blvd",NA,68.58,"fair",91.86352,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2321,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7423396,30.26213063,"98 San Jacinto Blvd",NA,60.96,"fair",104.98688,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2322,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74225383,30.2622415,"98 San Jacinto Blvd",NA,53.34,"fair",104.98688,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,"Crape myrtle (including hybrids)","Lagerstroemia indica","Austin","Texas",-97.74416009,30.26320003,"100 E Cesar Chavez St",NA,48.26,"fair",82.021,"introduced","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2325,"Crape myrtle (including hybrids)","Lagerstroemia indica","Austin","Texas",-97.74410347,30.2631835,"100 E Cesar Chavez St",NA,40.64,"fair",82.021,"introduced","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2326,"Crape myrtle (including hybrids)","Lagerstroemia indica","Austin","Texas",-97.74405322,30.26316816,"100 E Cesar Chavez St",NA,35.56,"fair",82.021,"introduced","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2327,"Crape myrtle (including hybrids)","Lagerstroemia indica","Austin","Texas",-97.74399407,30.26314721,"100 E Cesar Chavez St",NA,43.18,"fair",85.30184,"introduced","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2328,"Crape myrtle (including hybrids)","Lagerstroemia indica","Austin","Texas",-97.74375735,30.26308022,"100 E Cesar Chavez St",NA,33.02,"fair",85.30184,"introduced","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2329,"Crape myrtle (including hybrids)","Lagerstroemia indica","Austin","Texas",-97.74370801,30.26306225,"100 E Cesar Chavez St",NA,30.48,"fair",85.30184,"introduced","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2330,"Crape myrtle (including hybrids)","Lagerstroemia indica","Austin","Texas",-97.7436574,30.26304818,"100 E Cesar Chavez St",NA,27.94,"fair",85.30184,"introduced","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2331,"Crape myrtle (including hybrids)","Lagerstroemia indica","Austin","Texas",-97.74360469,30.26303407,"100 E Cesar Chavez St",NA,30.48,"fair",85.30184,"introduced","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2332,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74532678,30.26885664,"300 W 6th St",NA,22.86,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2333,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74541469,30.26888536,"300 W 6th St",NA,22.86,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2334,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74551147,30.26891425,"300 W 6th St",NA,25.4,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2335,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74559979,30.26892758,"300 W 6th St",NA,30.48,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2336,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74582436,30.268986,"300 W 6th St",NA,30.48,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2337,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74592547,30.26901883,"300 W 6th St",NA,27.94,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2338,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74600884,30.26905131,"300 W 6th St",NA,25.4,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2339,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74610613,30.26906097,"300 W 6th St",NA,22.86,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2340,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74524536,30.26891658,"600 Lavaca St",NA,27.94,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2341,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74521207,30.26900058,"600 Lavaca St",NA,22.86,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2342,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74519661,30.26908109,"600 Lavaca St",NA,22.86,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2343,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74515806,30.26919578,"600 Lavaca St",NA,25.4,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2344,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74511075,30.26930644,"600 Lavaca St",NA,20.32,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2345,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74507303,30.26939035,"600 Lavaca St",NA,25.4,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2346,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74503943,30.26948589,"600 Lavaca St",NA,22.86,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2347,"Shumard oak","Quercus shumardii","Austin","Texas",-97.74500604,30.26957374,"600 Lavaca St",NA,25.4,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2348,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74508221,30.26888249,"600 Lavaca St",NA,50.8,"fair",85.30184,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2349,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74505366,30.26895504,"600 Lavaca St",NA,55.88,"fair",78.74016,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2350,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7449978,30.26905398,"600 Lavaca St",NA,33.02,"fair",78.74016,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2351,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74442849,30.27114909,"800 Lavaca St",NA,27.94,"fair",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2352,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74440098,30.27120578,"800 Lavaca St",NA,12.7,"fair",55.77428,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2353,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74438032,30.27125351,"800 Lavaca St",NA,10.16,"fair",55.77428,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2354,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74436914,30.27129723,"800 Lavaca St",NA,22.86,"fair",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2355,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74434626,30.27134684,"800 Lavaca St",NA,20.32,"fair",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2356,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74432723,30.27139506,"800 Lavaca St",NA,22.86,"fair",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2357,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74431837,30.27143297,"800 Lavaca St",NA,15.24,"fair",59.05512,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2358,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.7442731,30.27164381,"300 W 9th St",NA,17.78,"fair",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2359,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74432816,30.27166224,"300 W 9th St",NA,15.24,"poor",59.05512,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2360,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74438059,30.27167868,"300 W 9th St",NA,20.32,"poor",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2361,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74445096,30.27169897,"300 W 9th St",NA,20.32,"fair",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2366,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74367173,30.27216398,"203 W 10 St",NA,96.52,"fair",118.11024,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2367,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74451059,30.271721,"300 W 9th St",NA,27.94,"fair",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2368,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74425857,30.26855217,"200 W 6th St",NA,55.88,"fair",114.8294,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2369,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74433783,30.26857302,"200 W 6th St",NA,33.02,"fair",104.98688,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2370,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74439925,30.26859735,"200 W 6th St",NA,45.72,"fair",111.54856,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2371,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74448289,30.26862021,"200 W 6th St",NA,30.48,"fair",91.86352,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2372,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74456008,30.26863524,"200 W 6th St",NA,43.18,"fair",91.86352,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2373,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.7446703,30.26865863,"200 W 6th St",NA,40.64,"fair",91.86352,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2374,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74474281,30.26868319,"200 W 6th St",NA,50.8,"fair",91.86352,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2375,"Stump",NA,"Austin","Texas",-97.74483319,30.26870234,"200 W 6th St",NA,0,NA,26.24672,"no_info","more than 18.29 m",NA,"Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2376,"Stump",NA,"Austin","Texas",-97.74491018,30.26872506,"200 W 6th St",NA,25.4,NA,0,"no_info",NA,"15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2377,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74499588,30.26875374,"200 W 6th St",NA,38.1,"fair",85.30184,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2378,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74428532,30.26838144,"200 W 6th St",NA,53.34,"fair",82.021,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2379,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.74437571,30.26840058,"200 W 6th St",NA,30.48,"fair",82.021,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2459,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74226016,30.27103985,"100 W 9th St",NA,30.48,"good",78.74016,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2460,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74065109,30.27045336,"100 E 9th St",NA,48.26,"good",104.98688,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2468,"Pecan","Carya illinoinensis","Austin","Texas",-97.73491393,30.26927971,"611 E 10 St",NA,99.06,"good",147.6378,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
