"most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","location_name","diameter_breast_height_CM","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","retired_date","location_type","zipcode","address","neighborhood","ward","district","overhead_utility","condition","percent_population"
"8/15/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.46903929,35.45336824,"Bob akers park",43.942,127.95276,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","White  ash","Fraxinus americana","Oklahoma City","Oklahoma",-97.46984086,35.4533664,"Bob akers park",38.354,98.4252,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","White  mulberry","Morus alba","Oklahoma City","Oklahoma",-97.46867576,35.45329835,"Bob akers park",30.226,121.39108,"introduced","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Loblolly  pine","Pinus taeda","Oklahoma City","Oklahoma",-97.46849738,35.45311626,"Bob akers park",41.148,147.6378,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Ponderosa  pine","Pinus ponderosa","Oklahoma City","Oklahoma",-97.46922444,35.45307579,"Bob akers park",26.162,95.14436,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Eastern  redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.4686464,35.4528422,"Bob akers park",34.544,101.70604,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Chinese  pistache","Pistacia chinensis","Oklahoma City","Oklahoma",-97.46870963,35.45278702,"Bob akers park",40.386,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Ponderosa  pine","Pinus ponderosa","Oklahoma City","Oklahoma",-97.46890833,35.45308499,"Bob akers park",53.34,98.4252,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.46873898,35.45260677,"Bob akers park",34.29,118.11024,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.47010956,35.45339215,"Bob akers park",55.118,141.07612,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Chinese  pistache","Pistacia chinensis","Oklahoma City","Oklahoma",-97.46909348,35.45283668,"Bob akers park",25.146,88.58268,"introduced","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","White  ash","Fraxinus americana","Oklahoma City","Oklahoma",-97.46950217,35.45332042,"Bob akers park",28.702,85.30184,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Loblolly  pine","Pinus taeda","Oklahoma City","Oklahoma",-97.46833029,35.45326708,"Bob akers park",48.26,141.07612,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","White  ash","Fraxinus americana","Oklahoma City","Oklahoma",-97.4686306,35.45335537,"Bob akers park",22.098,65.6168,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Ponderosa  pine","Pinus ponderosa","Oklahoma City","Oklahoma",-97.4685877,35.45290658,"Bob akers park",32.004,85.30184,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Chinese  pistache","Pistacia chinensis","Oklahoma City","Oklahoma",-97.46882478,35.45276863,"Bob akers park",38.608,108.26772,"introduced","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Ponderosa  pine","Pinus ponderosa","Oklahoma City","Oklahoma",-97.46917025,35.45305556,"Bob akers park",26.162,65.6168,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Loblolly  pine","Pinus taeda","Oklahoma City","Oklahoma",-97.46935088,35.45276679,"Bob akers park",13.462,52.49344,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Ponderosa  pine","Pinus ponderosa","Oklahoma City","Oklahoma",-97.46910251,35.45298199,"Bob akers park",42.672,104.98688,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Celtis laevigata) sugarberry",NA,"Oklahoma City","Oklahoma",-97.46915219,35.4532211,"Bob akers park",60.96,118.11024,"no_info","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","American  sweetgum","Liquidambar styraciflua","Oklahoma City","Oklahoma",-97.46956765,35.4533756,"Bob akers park",35.306,114.8294,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.47011859,35.45326156,"Bob akers park",63.5,157.48032,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Ponderosa  pine","Pinus ponderosa","Oklahoma City","Oklahoma",-97.46875479,35.45291945,"Bob akers park",30.48,88.58268,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Celtis laevigata) sugarberry",NA,"Oklahoma City","Oklahoma",-97.46879994,35.45294704,"Bob akers park",44.958,118.11024,"no_info","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4/17/2020","inventory_date","Vacant site) vacant site",NA,"Oklahoma City","Oklahoma",-97.46850189,35.45295256,"Bob akers park",0,0,"no_info",NA,NA,"OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/15/2016","inventory_date","Chinese  pistache","Pistacia chinensis","Oklahoma City","Oklahoma",-97.46831674,35.45258286,"Bob akers park",29.718,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Swamp white  oak","Quercus bicolor","Oklahoma City","Oklahoma",-97.50545185,35.46260483,"Bricktown canal maintenance facility",25.4,78.74016,"introduced","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Loblolly  pine","Pinus taeda","Oklahoma City","Oklahoma",-97.50554693,35.46213867,"Bricktown canal maintenance facility",44.45,118.11024,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Loblolly  pine","Pinus taeda","Oklahoma City","Oklahoma",-97.50546112,35.4620411,"Bricktown canal maintenance facility",37.846,108.26772,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Cedar  elm","Ulmus crassifolia","Oklahoma City","Oklahoma",-97.50539933,35.46208389,"Bricktown canal maintenance facility",31.496,108.26772,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Sugar  maple","Acer saccharum","Oklahoma City","Oklahoma",-97.50530663,35.46211283,"Bricktown canal maintenance facility",8.128,49.2126,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Sugar  maple","Acer saccharum","Oklahoma City","Oklahoma",-97.50535916,35.46219084,"Bricktown canal maintenance facility",7.874,49.2126,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Loblolly  pine","Pinus taeda","Oklahoma City","Oklahoma",-97.50565733,35.46205369,"Bricktown canal maintenance facility",39.37,108.26772,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Loblolly  pine","Pinus taeda","Oklahoma City","Oklahoma",-97.5056805,35.46203104,"Bricktown canal maintenance facility",34.036,88.58268,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Chinese  pistache","Pistacia chinensis","Oklahoma City","Oklahoma",-97.50587516,35.46201845,"Bricktown canal maintenance facility",8.89,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Freeman  maple","Acer freemanii","Oklahoma City","Oklahoma",-97.50594468,35.46203481,"Bricktown canal maintenance facility",7.874,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Chinese  pistache","Pistacia chinensis","Oklahoma City","Oklahoma",-97.5060451,35.46202726,"Bricktown canal maintenance facility",10.16,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Juniperus scopulorum) rocky mountain juniper",NA,"Oklahoma City","Oklahoma",-97.50613934,35.46212541,"Bricktown canal maintenance facility",10.16,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Thuja orientalis) asian arborvitae",NA,"Oklahoma City","Oklahoma",-97.50607754,35.46215309,"Bricktown canal maintenance facility",8.128,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Thuja orientalis) asian arborvitae",NA,"Oklahoma City","Oklahoma",-97.5060899,35.46217449,"Bricktown canal maintenance facility",8.128,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Thuja orientalis) asian arborvitae",NA,"Oklahoma City","Oklahoma",-97.50612698,35.46223614,"Bricktown canal maintenance facility",6.096,39.37008,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50615325,35.46224118,"Bricktown canal maintenance facility",6.604,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50617487,35.46223866,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50619187,35.4622374,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50620423,35.46223653,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50622134,35.46223914,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50623952,35.46223653,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50625664,35.4622374,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50627268,35.46224002,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50628979,35.46224002,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.5063069,35.4622374,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50639568,35.46223653,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50640637,35.4622374,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50642456,35.46223827,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50570368,35.46199087,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50643418,35.46223653,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50644916,35.46223914,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50646841,35.46223653,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Juniperus scopulorum) rocky mountain juniper",NA,"Oklahoma City","Oklahoma",-97.50613043,35.46198738,"Bricktown canal maintenance facility",10.922,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.5067112,35.46190288,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.5067112,35.46188371,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50671441,35.46186194,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50671654,35.46183841,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50671868,35.46180967,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Thuja orientalis) asian arborvitae",NA,"Oklahoma City","Oklahoma",-97.50663205,35.46176262,"Bricktown canal maintenance facility",10.16,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Thuja orientalis) asian arborvitae",NA,"Oklahoma City","Oklahoma",-97.50662135,35.4617452,"Bricktown canal maintenance facility",7.62,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Thuja orientalis) asian arborvitae",NA,"Oklahoma City","Oklahoma",-97.50661276,35.46176151,"Bricktown canal maintenance facility",10.16,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Juniperus scopulorum) rocky mountain juniper",NA,"Oklahoma City","Oklahoma",-97.50658816,35.46175803,"Bricktown canal maintenance facility",10.16,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.50646302,35.46175019,"Bricktown canal maintenance facility",2.54,19.68504,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.50642131,35.46175019,"Bricktown canal maintenance facility",2.54,19.68504,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.50658923,35.46217357,"Bricktown canal maintenance facility",2.54,19.68504,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.50662238,35.4621727,"Bricktown canal maintenance facility",2.54,19.68504,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern  arborvitae","Thuja occidentalis","Oklahoma City","Oklahoma",-97.50635392,35.46175367,"Bricktown canal maintenance facility",6.35,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern  arborvitae","Thuja occidentalis","Oklahoma City","Oklahoma",-97.50633253,35.46175019,"Bricktown canal maintenance facility",6.35,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern  arborvitae","Thuja occidentalis","Oklahoma City","Oklahoma",-97.5066149,35.46218664,"Bricktown canal maintenance facility",6.35,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern  arborvitae","Thuja occidentalis","Oklahoma City","Oklahoma",-97.50663522,35.46218838,"Bricktown canal maintenance facility",6.35,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.506232,35.46174757,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.5062074,35.4617467,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50619242,35.46174409,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern red   redcedar","Juniperus virginiana","Oklahoma City","Oklahoma",-97.50617852,35.46174583,"Bricktown canal maintenance facility",6.35,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern  arborvitae","Thuja occidentalis","Oklahoma City","Oklahoma",-97.50614857,35.46176935,"Bricktown canal maintenance facility",6.35,32.8084,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Eastern  arborvitae","Thuja occidentalis","Oklahoma City","Oklahoma",-97.5061475,35.46179375,"Bricktown canal maintenance facility",6.35,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Juniperus scopulorum) rocky mountain juniper",NA,"Oklahoma City","Oklahoma",-97.50614857,35.46182162,"Bricktown canal maintenance facility",10.16,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.50613894,35.46185298,"Bricktown canal maintenance facility",4.572,26.24672,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Juniperus scopulorum) rocky mountain juniper",NA,"Oklahoma City","Oklahoma",-97.50613146,35.46195404,"Bricktown canal maintenance facility",10.16,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Chinese  pistache","Pistacia chinensis","Oklahoma City","Oklahoma",-97.50606514,35.46179549,"Bricktown canal maintenance facility",11.938,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/6/2016","inventory_date","Arizona  cypress","Cupressus arizonica","Oklahoma City","Oklahoma",-97.5060106,35.46175106,"Bricktown canal maintenance facility",9.652,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
